,CASE_ID,ACTIVITY,RESOURCE,VALUE,TKIN_TIME
38,LOT005_12,STEP_059,STEP_059/EQP_134_95,40.0,2017-09-05 11:37
39,LOT005_12,STEP_061,STEP_061/EQP_207_72,40.0,2017-09-05 17:44
40,LOT005_12,STEP_082,STEP_082/EQP_243_15,40.0,2017-09-20 2:55
41,LOT005_12,STEP_101,STEP_101/EQP_226_24,40.0,2017-09-27 21:45
42,LOT006_11,STEP_017,STEP_017/EQP_184_41,38.8,2017-08-18 3:33
43,LOT006_11,STEP_018,STEP_018/EQP_053_84,38.8,2017-08-18 20:20
44,LOT006_11,STEP_020,STEP_020/EQP_055_64,38.8,2017-08-19 2:13
45,LOT006_11,STEP_021,STEP_021/EQP_216_48,38.8,2017-08-19 7:04
46,LOT006_11,STEP_022,STEP_022/EQP_071_96,38.8,2017-08-19 17:14
47,LOT006_11,STEP_043,STEP_043/EQP_049_41,38.8,2017-08-25 11:30
48,LOT006_11,STEP_057,STEP_057/EQP_128_94,38.8,2017-09-02 15:07
49,LOT006_11,STEP_059,STEP_059/EQP_134_118,38.8,2017-09-05 11:37
50,LOT006_11,STEP_061,STEP_061/EQP_193_97,38.8,2017-09-05 19:43
51,LOT006_11,STEP_082,STEP_082/EQP_243_45,38.8,2017-09-19 17:26
52,LOT006_11,STEP_101,STEP_101/EQP_225_49,38.8,2017-09-28 8:02
53,LOT006_12,STEP_017,STEP_017/EQP_184_40,53.8,2017-08-18 3:33
54,LOT006_12,STEP_018,STEP_018/EQP_053_83,53.8,2017-08-18 20:20
55,LOT006_12,STEP_020,STEP_020/EQP_055_63,53.8,2017-08-19 2:13
56,LOT006_12,STEP_021,STEP_021/EQP_216_47,53.8,2017-08-19 7:04
57,LOT006_12,STEP_022,STEP_022/EQP_071_97,53.8,2017-08-19 17:14
58,LOT006_12,STEP_043,STEP_043/EQP_049_42,53.8,2017-08-25 11:30
59,LOT006_12,STEP_057,STEP_057/EQP_128_95,53.8,2017-09-02 15:07
60,LOT006_12,STEP_059,STEP_059/EQP_134_119,53.8,2017-09-05 11:37
61,LOT006_12,STEP_061,STEP_061/EQP_193_96,53.8,2017-09-05 19:43
62,LOT006_12,STEP_082,STEP_082/EQP_243_46,53.8,2017-09-19 17:26
63,LOT006_12,STEP_101,STEP_101/EQP_225_48,53.8,2017-09-28 8:02
64,LOT007_11,STEP_017,STEP_017/EQP_189_17,73.8,2017-08-15 3:58
65,LOT007_11,STEP_018,STEP_018/EQP_032_84,73.8,2017-08-15 18:25
66,LOT007_11,STEP_020,STEP_020/EQP_038_64,73.8,2017-08-15 23:30
67,LOT007_11,STEP_021,STEP_021/EQP_213_48,73.8,2017-08-16 3:26
68,LOT007_11,STEP_022,STEP_022/EQP_069_99,73.8,2017-08-27 9:44
69,LOT007_11,STEP_043,STEP_043/EQP_030_105,73.8,2017-09-01 8:20
70,LOT007_11,STEP_057,STEP_057/EQP_132_86,73.8,2017-09-04 22:10
71,LOT007_11,STEP_059,STEP_059/EQP_132_49,73.8,2017-09-06 0:37
72,LOT007_11,STEP_061,STEP_061/EQP_194_95,73.8,2017-09-06 7:23
73,LOT007_11,STEP_082,STEP_082/EQP_240_46,73.8,2017-09-21 8:54
74,LOT007_11,STEP_101,STEP_101/EQP_237_23,73.8,2017-09-29 1:48
75,LOT007_14,STEP_017,STEP_017/EQP_189_14,40.0,2017-08-15 3:58
76,LOT007_14,STEP_018,STEP_018/EQP_032_70,40.0,2017-08-15 18:25
77,LOT007_14,STEP_020,STEP_020/EQP_038_52,40.0,2017-08-15 23:30
78,LOT007_14,STEP_021,STEP_021/EQP_213_45,40.0,2017-08-16 3:26
79,LOT007_14,STEP_022,STEP_022/EQP_069_102,40.0,2017-08-27 9:44
80,LOT007_14,STEP_043,STEP_043/EQP_030_98,40.0,2017-09-01 8:20
81,LOT007_14,STEP_057,STEP_057/EQP_132_89,40.0,2017-09-04 22:10
82,LOT007_14,STEP_059,STEP_059/EQP_132_52,40.0,2017-09-06 0:37
83,LOT007_14,STEP_061,STEP_061/EQP_194_92,40.0,2017-09-06 7:23
84,LOT007_14,STEP_082,STEP_082/EQP_240_39,40.0,2017-09-21 8:54
85,LOT007_14,STEP_101,STEP_101/EQP_237_20,40.0,2017-09-29 1:48
86,LOT008_11,STEP_017,STEP_017/EQP_199_17,73.8,2017-08-20 18:52
87,LOT008_11,STEP_018,STEP_018/EQP_048_45,73.8,2017-08-21 10:30
88,LOT008_11,STEP_020,STEP_020/EQP_055_106,73.8,2017-08-21 16:13
89,LOT008_11,STEP_021,STEP_021/EQP_217_72,73.8,2017-08-22 0:17
90,LOT008_11,STEP_022,STEP_022/EQP_072_106,73.8,2017-08-22 13:57
91,LOT008_11,STEP_043,STEP_043/EQP_044_106,73.8,2017-08-27 3:04
92,LOT008_11,STEP_057,STEP_057/EQP_129_46,73.8,2017-09-02 23:24
93,LOT008_11,STEP_059,STEP_059/EQP_129_118,73.8,2017-09-05 13:49
94,LOT008_11,STEP_061,STEP_061/EQP_195_49,73.8,2017-09-05 20:27
95,LOT008_11,STEP_082,STEP_082/EQP_241_14,73.8,2017-09-20 6:58
96,LOT008_11,STEP_101,STEP_101/EQP_236_73,73.8,2017-09-26 10:04
97,LOT008_12,STEP_017,STEP_017/EQP_199_16,40.0,2017-08-20 18:52
98,LOT008_12,STEP_018,STEP_018/EQP_048_32,40.0,2017-08-21 10:30
99,LOT008_12,STEP_020,STEP_020/EQP_055_105,40.0,2017-08-21 16:13
100,LOT008_12,STEP_021,STEP_021/EQP_217_71,40.0,2017-08-22 0:17
101,LOT008_12,STEP_022,STEP_022/EQP_072_97,40.0,2017-08-22 13:57
102,LOT008_12,STEP_043,STEP_043/EQP_044_105,40.0,2017-08-27 3:04
103,LOT008_12,STEP_057,STEP_057/EQP_129_47,40.0,2017-09-02 23:24
104,LOT008_12,STEP_059,STEP_059/EQP_129_119,40.0,2017-09-05 13:49
105,LOT008_12,STEP_061,STEP_061/EQP_195_48,40.0,2017-09-05 20:27
106,LOT008_12,STEP_082,STEP_082/EQP_241_15,40.0,2017-09-20 6:58
107,LOT008_12,STEP_101,STEP_101/EQP_236_72,40.0,2017-09-26 10:04
108,LOT009_11,STEP_017,STEP_017/EQP_185_17,38.8,2017-08-17 10:26
109,LOT009_11,STEP_018,STEP_018/EQP_041_84,38.8,2017-08-17 23:26
110,LOT009_11,STEP_020,STEP_020/EQP_040_64,38.8,2017-08-18 10:10
111,LOT009_11,STEP_021,STEP_021/EQP_212_72,38.8,2017-08-18 15:17
112,LOT009_11,STEP_022,STEP_022/EQP_065_73,38.8,2017-08-19 1:28
113,LOT009_11,STEP_043,STEP_043/EQP_044_70,38.8,2017-08-25 10:20
114,LOT009_11,STEP_057,STEP_057/EQP_135_70,38.8,2017-09-02 7:12
115,LOT009_11,STEP_059,STEP_059/EQP_129_46,38.8,2017-09-04 22:18
116,LOT009_11,STEP_061,STEP_061/EQP_196_49,38.8,2017-09-05 5:32
117,LOT009_11,STEP_101,STEP_101/EQP_229_25,38.8,2017-09-21 13:03
118,LOT009_12,STEP_017,STEP_017/EQP_185_16,27.5,2017-08-17 10:26
119,LOT009_12,STEP_018,STEP_018/EQP_041_83,27.5,2017-08-17 23:26
120,LOT009_12,STEP_020,STEP_020/EQP_040_63,27.5,2017-08-18 10:10
121,LOT009_12,STEP_021,STEP_021/EQP_212_71,27.5,2017-08-18 15:17
122,LOT009_12,STEP_022,STEP_022/EQP_065_74,27.5,2017-08-19 1:28
123,LOT009_12,STEP_043,STEP_043/EQP_044_71,27.5,2017-08-25 10:20
124,LOT009_12,STEP_057,STEP_057/EQP_135_71,27.5,2017-09-02 7:12
125,LOT009_12,STEP_059,STEP_059/EQP_129_47,27.5,2017-09-04 22:18
126,LOT009_12,STEP_061,STEP_061/EQP_196_48,27.5,2017-09-05 5:32
127,LOT009_12,STEP_101,STEP_101/EQP_229_24,27.5,2017-09-21 13:03
128,LOT010_11,STEP_017,STEP_017/EQP_188_65,73.8,2017-08-21 17:43
129,LOT010_11,STEP_018,STEP_018/EQP_034_46,73.8,2017-08-22 21:18
130,LOT010_11,STEP_020,STEP_020/EQP_029_36,73.8,2017-08-23 9:43
131,LOT010_11,STEP_021,STEP_021/EQP_211_96,73.8,2017-08-23 18:04
132,LOT010_11,STEP_022,STEP_022/EQP_065_72,73.8,2017-08-24 7:59
133,LOT010_11,STEP_043,STEP_043/EQP_044_70,73.8,2017-08-31 2:55
134,LOT010_11,STEP_057,STEP_057/EQP_131_118,73.8,2017-09-04 18:12
135,LOT010_11,STEP_059,STEP_059/EQP_131_70,73.8,2017-09-05 21:34
136,LOT010_11,STEP_061,STEP_061/EQP_197_25,73.8,2017-09-06 5:41
137,LOT010_11,STEP_082,STEP_082/EQP_242_39,73.8,2017-09-21 8:34
138,LOT010_11,STEP_101,STEP_101/EQP_236_25,73.8,2017-09-27 14:58
139,LOT010_12,STEP_017,STEP_017/EQP_188_64,40.0,2017-08-21 17:43
140,LOT010_12,STEP_018,STEP_018/EQP_034_37,40.0,2017-08-22 21:18
141,LOT010_12,STEP_020,STEP_020/EQP_029_31,40.0,2017-08-23 9:43
142,LOT010_12,STEP_021,STEP_021/EQP_211_95,40.0,2017-08-23 18:04
143,LOT010_12,STEP_022,STEP_022/EQP_065_73,40.0,2017-08-24 7:59
144,LOT010_12,STEP_043,STEP_043/EQP_044_71,40.0,2017-08-31 2:55
145,LOT010_12,STEP_057,STEP_057/EQP_131_119,40.0,2017-09-04 18:12
146,LOT010_12,STEP_059,STEP_059/EQP_131_71,40.0,2017-09-05 21:34
147,LOT010_12,STEP_061,STEP_061/EQP_197_24,40.0,2017-09-06 5:41
148,LOT010_12,STEP_082,STEP_082/EQP_242_40,40.0,2017-09-21 8:34
149,LOT010_12,STEP_101,STEP_101/EQP_236_24,40.0,2017-09-27 14:58
150,LOT011_11,STEP_017,STEP_017/EQP_185_17,73.8,2017-08-20 12:35
151,LOT011_11,STEP_018,STEP_018/EQP_042_45,73.8,2017-08-21 7:45
152,LOT011_11,STEP_020,STEP_020/EQP_035_106,73.8,2017-08-21 13:22
153,LOT011_11,STEP_021,STEP_021/EQP_217_24,73.8,2017-08-22 0:17
154,LOT011_11,STEP_022,STEP_022/EQP_069_24,73.8,2017-08-22 15:44
155,LOT011_11,STEP_043,STEP_043/EQP_043_41,73.8,2017-08-29 0:08
156,LOT011_11,STEP_057,STEP_057/EQP_132_70,73.8,2017-09-03 4:28
157,LOT011_11,STEP_059,STEP_059/EQP_134_94,73.8,2017-09-05 20:42
158,LOT011_11,STEP_061,STEP_061/EQP_196_97,73.8,2017-09-06 3:37
159,LOT011_11,STEP_082,STEP_082/EQP_241_14,73.8,2017-09-21 8:39
160,LOT011_11,STEP_101,STEP_101/EQP_237_25,73.8,2017-09-28 7:54
161,LOT011_12,STEP_017,STEP_017/EQP_185_16,40.0,2017-08-20 12:35
162,LOT011_12,STEP_018,STEP_018/EQP_042_32,40.0,2017-08-21 7:45
163,LOT011_12,STEP_020,STEP_020/EQP_035_105,40.0,2017-08-21 13:22
164,LOT011_12,STEP_021,STEP_021/EQP_217_23,40.0,2017-08-22 0:17
165,LOT011_12,STEP_022,STEP_022/EQP_069_25,40.0,2017-08-22 15:44
166,LOT011_12,STEP_043,STEP_043/EQP_043_42,40.0,2017-08-29 0:08
167,LOT011_12,STEP_057,STEP_057/EQP_132_71,40.0,2017-09-03 4:28
168,LOT011_12,STEP_059,STEP_059/EQP_134_95,40.0,2017-09-05 20:42
169,LOT011_12,STEP_061,STEP_061/EQP_196_96,40.0,2017-09-06 3:37
170,LOT011_12,STEP_082,STEP_082/EQP_241_15,40.0,2017-09-21 8:39
171,LOT011_12,STEP_101,STEP_101/EQP_237_24,40.0,2017-09-28 7:54
172,LOT012_11,STEP_017,STEP_017/EQP_186_41,73.8,2017-08-20 21:10
173,LOT012_11,STEP_018,STEP_018/EQP_050_45,73.8,2017-08-21 3:51
174,LOT012_11,STEP_020,STEP_020/EQP_046_106,73.8,2017-08-21 13:31
175,LOT012_11,STEP_021,STEP_021/EQP_214_24,73.8,2017-08-21 20:36
176,LOT012_11,STEP_022,STEP_022/EQP_064_106,73.8,2017-08-22 10:47
177,LOT012_11,STEP_043,STEP_043/EQP_028_18,73.8,2017-08-26 22:23
178,LOT012_11,STEP_057,STEP_057/EQP_128_46,73.8,2017-09-02 15:07
179,LOT012_11,STEP_059,STEP_059/EQP_129_94,73.8,2017-09-05 11:26
180,LOT012_11,STEP_061,STEP_061/EQP_196_97,73.8,2017-09-05 17:22
181,LOT012_11,STEP_082,STEP_082/EQP_241_47,73.8,2017-09-20 7:16
182,LOT012_11,STEP_101,STEP_101/EQP_238_25,73.8,2017-09-27 15:24
183,LOT012_12,STEP_017,STEP_017/EQP_186_40,40.0,2017-08-20 21:10
184,LOT012_12,STEP_018,STEP_018/EQP_050_32,40.0,2017-08-21 3:51
185,LOT012_12,STEP_020,STEP_020/EQP_046_105,40.0,2017-08-21 13:31
186,LOT012_12,STEP_021,STEP_021/EQP_214_23,40.0,2017-08-21 20:36
187,LOT012_12,STEP_022,STEP_022/EQP_064_97,40.0,2017-08-22 10:47
188,LOT012_12,STEP_043,STEP_043/EQP_028_17,40.0,2017-08-26 22:23
189,LOT012_12,STEP_057,STEP_057/EQP_128_47,40.0,2017-09-02 15:07
190,LOT012_12,STEP_059,STEP_059/EQP_129_95,40.0,2017-09-05 11:26
191,LOT012_12,STEP_061,STEP_061/EQP_196_96,40.0,2017-09-05 17:22
192,LOT012_12,STEP_082,STEP_082/EQP_241_38,40.0,2017-09-20 7:16
193,LOT012_12,STEP_101,STEP_101/EQP_238_24,40.0,2017-09-27 15:24
194,LOT013_11,STEP_017,STEP_017/EQP_188_41,81.3,2017-08-23 22:39
195,LOT013_11,STEP_018,STEP_018/EQP_034_70,81.3,2017-08-24 11:08
196,LOT013_11,STEP_020,STEP_020/EQP_027_106,81.3,2017-08-24 21:46
197,LOT013_11,STEP_021,STEP_021/EQP_213_48,81.3,2017-08-25 7:44
198,LOT013_11,STEP_022,STEP_022/EQP_072_72,81.3,2017-08-25 20:57
199,LOT013_11,STEP_043,STEP_043/EQP_043_96,81.3,2017-09-02 20:47
200,LOT013_11,STEP_057,STEP_057/EQP_132_46,81.3,2017-09-05 7:53
201,LOT013_11,STEP_059,STEP_059/EQP_131_70,81.3,2017-09-06 13:25
202,LOT013_11,STEP_061,STEP_061/EQP_196_121,81.3,2017-09-06 19:30
203,LOT013_11,STEP_082,STEP_082/EQP_243_45,81.3,2017-09-21 14:12
204,LOT013_11,STEP_101,STEP_101/EQP_229_73,81.3,2017-09-29 18:04
205,LOT013_12,STEP_017,STEP_017/EQP_188_40,27.5,2017-08-23 22:39
206,LOT013_12,STEP_018,STEP_018/EQP_034_69,27.5,2017-08-24 11:08
207,LOT013_12,STEP_020,STEP_020/EQP_027_105,27.5,2017-08-24 21:46
208,LOT013_12,STEP_021,STEP_021/EQP_213_47,27.5,2017-08-25 7:44
209,LOT013_12,STEP_022,STEP_022/EQP_072_73,27.5,2017-08-25 20:57
210,LOT013_12,STEP_043,STEP_043/EQP_043_97,27.5,2017-09-02 20:47
211,LOT013_12,STEP_057,STEP_057/EQP_132_47,27.5,2017-09-05 7:53
212,LOT013_12,STEP_059,STEP_059/EQP_131_71,27.5,2017-09-06 13:25
213,LOT013_12,STEP_061,STEP_061/EQP_196_120,27.5,2017-09-06 19:30
214,LOT013_12,STEP_082,STEP_082/EQP_243_46,27.5,2017-09-21 14:12
215,LOT013_12,STEP_101,STEP_101/EQP_229_72,27.5,2017-09-29 18:04
216,LOT014_11,STEP_017,STEP_017/EQP_199_17,73.8,2017-08-19 10:08
217,LOT014_11,STEP_018,STEP_018/EQP_039_84,73.8,2017-08-20 2:16
218,LOT014_11,STEP_020,STEP_020/EQP_029_64,73.8,2017-08-20 9:43
219,LOT014_11,STEP_021,STEP_021/EQP_212_24,73.8,2017-08-20 13:43
220,LOT014_11,STEP_022,STEP_022/EQP_068_72,73.8,2017-08-21 6:44
221,LOT014_11,STEP_043,STEP_043/EQP_030_105,73.8,2017-08-26 5:44
222,LOT014_11,STEP_057,STEP_057/EQP_132_121,73.8,2017-09-14 9:30
223,LOT014_11,STEP_059,STEP_059/EQP_134_98,73.8,2017-09-17 1:44
224,LOT014_11,STEP_061,STEP_061/EQP_196_95,73.8,2017-09-17 7:24
225,LOT014_11,STEP_082,STEP_082/EQP_241_18,73.8,2017-09-23 15:46
226,LOT014_11,STEP_101,STEP_101/EQP_237_23,73.8,2017-09-30 17:02
227,LOT014_12,STEP_017,STEP_017/EQP_199_16,40.0,2017-08-19 10:08
228,LOT014_12,STEP_018,STEP_018/EQP_039_83,40.0,2017-08-20 2:16
229,LOT014_12,STEP_020,STEP_020/EQP_029_63,40.0,2017-08-20 9:43
230,LOT014_12,STEP_021,STEP_021/EQP_212_23,40.0,2017-08-20 13:43
231,LOT014_12,STEP_022,STEP_022/EQP_068_73,40.0,2017-08-21 6:44
232,LOT014_12,STEP_043,STEP_043/EQP_030_96,40.0,2017-08-26 5:44
233,LOT014_12,STEP_057,STEP_057/EQP_132_122,40.0,2017-09-14 9:30
234,LOT014_12,STEP_059,STEP_059/EQP_134_99,40.0,2017-09-17 1:44
235,LOT014_12,STEP_061,STEP_061/EQP_196_94,40.0,2017-09-17 7:24
236,LOT014_12,STEP_082,STEP_082/EQP_241_17,40.0,2017-09-23 15:46
237,LOT014_12,STEP_101,STEP_101/EQP_237_22,40.0,2017-09-30 17:02
238,LOT015_11,STEP_017,STEP_017/EQP_185_65,38.8,2017-08-21 12:23
239,LOT015_11,STEP_018,STEP_018/EQP_042_84,38.8,2017-08-22 4:33
240,LOT015_11,STEP_020,STEP_020/EQP_031_64,38.8,2017-08-22 11:50
241,LOT015_11,STEP_021,STEP_021/EQP_214_48,38.8,2017-08-22 21:19
242,LOT015_11,STEP_022,STEP_022/EQP_067_72,38.8,2017-08-23 16:43
243,LOT015_11,STEP_043,STEP_043/EQP_030_105,38.8,2017-08-31 4:09
244,LOT015_11,STEP_057,STEP_057/EQP_133_46,38.8,2017-09-05 4:59
245,LOT015_11,STEP_059,STEP_059/EQP_131_118,38.8,2017-09-06 11:13
246,LOT015_11,STEP_061,STEP_061/EQP_197_121,38.8,2017-09-06 22:07
247,LOT015_11,STEP_082,STEP_082/EQP_240_14,38.8,2017-09-21 15:39
248,LOT015_11,STEP_101,STEP_101/EQP_236_73,38.8,2017-10-01 12:45
249,LOT015_12,STEP_017,STEP_017/EQP_185_64,53.8,2017-08-21 12:23
250,LOT015_12,STEP_018,STEP_018/EQP_042_83,53.8,2017-08-22 4:33
251,LOT015_12,STEP_020,STEP_020/EQP_031_63,53.8,2017-08-22 11:50
252,LOT015_12,STEP_021,STEP_021/EQP_214_47,53.8,2017-08-22 21:19
253,LOT015_12,STEP_022,STEP_022/EQP_067_73,53.8,2017-08-23 16:43
254,LOT015_12,STEP_043,STEP_043/EQP_030_96,53.8,2017-08-31 4:09
255,LOT015_12,STEP_057,STEP_057/EQP_133_47,53.8,2017-09-05 4:59
256,LOT015_12,STEP_059,STEP_059/EQP_131_119,53.8,2017-09-06 11:13
257,LOT015_12,STEP_061,STEP_061/EQP_197_120,53.8,2017-09-06 22:07
258,LOT015_12,STEP_082,STEP_082/EQP_240_15,53.8,2017-09-21 15:39
259,LOT015_12,STEP_101,STEP_101/EQP_236_72,53.8,2017-10-01 12:45
260,LOT016_11,STEP_017,STEP_017/EQP_198_65,38.8,2017-08-22 17:03
261,LOT016_11,STEP_018,STEP_018/EQP_041_84,38.8,2017-08-23 5:15
262,LOT016_11,STEP_020,STEP_020/EQP_036_64,38.8,2017-08-23 12:54
263,LOT016_11,STEP_021,STEP_021/EQP_213_120,38.8,2017-08-23 17:05
264,LOT016_11,STEP_022,STEP_022/EQP_071_48,38.8,2017-08-24 5:40
265,LOT016_11,STEP_043,STEP_043/EQP_028_42,38.8,2017-09-02 14:24
266,LOT016_11,STEP_057,STEP_057/EQP_132_94,38.8,2017-09-05 7:53
267,LOT016_11,STEP_059,STEP_059/EQP_134_118,38.8,2017-09-07 18:41
268,LOT016_11,STEP_061,STEP_061/EQP_195_73,38.8,2017-09-08 0:45
269,LOT016_11,STEP_082,STEP_082/EQP_240_47,38.8,2017-09-26 14:53
270,LOT016_11,STEP_101,STEP_101/EQP_237_73,38.8,2017-10-02 20:38
271,LOT017_11,STEP_017,STEP_017/EQP_184_41,73.8,2017-08-20 2:43
272,LOT017_11,STEP_018,STEP_018/EQP_034_84,73.8,2017-08-20 9:52
273,LOT017_11,STEP_020,STEP_020/EQP_036_64,73.8,2017-08-20 18:34
274,LOT017_11,STEP_021,STEP_021/EQP_211_24,73.8,2017-08-21 2:44
275,LOT017_11,STEP_022,STEP_022/EQP_065_24,73.8,2017-08-21 15:40
276,LOT017_11,STEP_043,STEP_043/EQP_030_52,73.8,2017-08-26 5:44
277,LOT017_11,STEP_057,STEP_057/EQP_133_70,73.8,2017-08-30 18:45
278,LOT017_11,STEP_059,STEP_059/EQP_128_70,73.8,2017-08-31 9:05
279,LOT017_11,STEP_061,STEP_061/EQP_194_121,73.8,2017-08-31 15:32
280,LOT017_11,STEP_082,STEP_082/EQP_242_39,73.8,2017-09-21 23:34
281,LOT017_11,STEP_101,STEP_101/EQP_236_25,73.8,2017-09-29 14:35
282,LOT017_12,STEP_017,STEP_017/EQP_184_40,40.0,2017-08-20 2:43
283,LOT017_12,STEP_018,STEP_018/EQP_034_83,40.0,2017-08-20 9:52
284,LOT017_12,STEP_020,STEP_020/EQP_036_63,40.0,2017-08-20 18:34
285,LOT017_12,STEP_021,STEP_021/EQP_211_23,40.0,2017-08-21 2:44
286,LOT017_12,STEP_022,STEP_022/EQP_065_25,40.0,2017-08-21 15:40
287,LOT017_12,STEP_043,STEP_043/EQP_030_43,40.0,2017-08-26 5:44
288,LOT017_12,STEP_057,STEP_057/EQP_133_71,40.0,2017-08-30 18:45
289,LOT017_12,STEP_059,STEP_059/EQP_128_71,40.0,2017-08-31 9:05
290,LOT017_12,STEP_061,STEP_061/EQP_194_120,40.0,2017-08-31 15:32
291,LOT017_12,STEP_082,STEP_082/EQP_242_40,40.0,2017-09-21 23:34
292,LOT017_12,STEP_101,STEP_101/EQP_236_24,40.0,2017-09-29 14:35
293,LOT018_11,STEP_017,STEP_017/EQP_176_17,72.5,2017-08-23 2:32
294,LOT018_11,STEP_018,STEP_018/EQP_047_45,72.5,2017-08-23 8:58
295,LOT018_11,STEP_020,STEP_020/EQP_045_106,72.5,2017-08-23 17:14
296,LOT018_11,STEP_021,STEP_021/EQP_211_96,72.5,2017-08-24 0:14
297,LOT018_11,STEP_022,STEP_022/EQP_071_72,72.5,2017-08-24 13:44
298,LOT018_11,STEP_043,STEP_043/EQP_043_96,72.5,2017-09-02 11:33
299,LOT018_11,STEP_057,STEP_057/EQP_133_94,72.5,2017-09-05 4:59
300,LOT018_11,STEP_059,STEP_059/EQP_134_94,72.5,2017-09-06 9:17
301,LOT018_11,STEP_061,STEP_061/EQP_194_121,72.5,2017-09-06 14:59
302,LOT018_11,STEP_082,STEP_082/EQP_241_14,72.5,2017-09-18 23:51
303,LOT018_11,STEP_101,STEP_101/EQP_223_49,72.5,2017-09-25 7:32
304,LOT018_12,STEP_017,STEP_017/EQP_176_16,27.5,2017-08-23 2:32
305,LOT018_12,STEP_018,STEP_018/EQP_047_32,27.5,2017-08-23 8:58
306,LOT018_12,STEP_020,STEP_020/EQP_045_105,27.5,2017-08-23 17:14
307,LOT018_12,STEP_021,STEP_021/EQP_211_95,27.5,2017-08-24 0:14
308,LOT018_12,STEP_022,STEP_022/EQP_071_73,27.5,2017-08-24 13:44
309,LOT018_12,STEP_043,STEP_043/EQP_043_97,27.5,2017-09-02 11:33
310,LOT018_12,STEP_057,STEP_057/EQP_133_95,27.5,2017-09-05 4:59
311,LOT018_12,STEP_059,STEP_059/EQP_134_95,27.5,2017-09-06 9:17
312,LOT018_12,STEP_061,STEP_061/EQP_194_120,27.5,2017-09-06 14:59
313,LOT018_12,STEP_082,STEP_082/EQP_241_15,27.5,2017-09-18 23:51
314,LOT018_12,STEP_101,STEP_101/EQP_223_48,27.5,2017-09-25 7:32
315,LOT019_11,STEP_017,STEP_017/EQP_186_41,38.8,2017-08-23 6:11
